coat;manteau
Mexican;mexicain
symptom;symptôme
manufacturer;fabricant
philosophy;philosophie
potato;Patate
foundation;fondation
quote;Devis
online;en ligne
negotiation;négociation
urge;envie
occasion;occasion
dust;poussière
breathe;respirer
elect;élire
investigator;enquêteur
jacket;veste
glad;content
ordinary;ordinaire
reduction;réduction
rarely;rarement
pack;paquet
suicide;suicide
numerous;nombreux
substance;substance
discipline;la discipline
elsewhere;autre part
iron;le fer
practical;pratique
moreover;en outre
passion;la passion
volunteer;bénévole
implement;mettre en place
essentially;essentiellement
gene;gène
enforcement;mise en vigueur
vs;contre
sauce;sauce
independence;indépendance
marketing;commercialisation
priest;prêtre
amazing;étonnante
intense;intense
advance;avance
employer;employeur
shock;choc
inspire;inspirer
adjust;régler
retire;se retirer
visible;visible
kiss;embrasser
illness;maladies
cap;casquette
habit;habitude
competitive;compétitif
juice;jus
congressional;du congrès
involvement;participation
dominate;dominer
previously;précédemment
whenever;chaque fois que
transfer;transférer
analyze;analyser
attach;joindre
disaster;un sinistre
parking;parking
prospect;perspective
boss;chef
complaint;plainte
championship;championnat
fundamental;fondamental
severe;sévère
enhance;améliorer
mystery;mystère
impose;imposer
poverty;la pauvreté
entry;entrée
spending;dépenses
king;Roi
evaluate;évaluer
symbol;symbole
maker;fabricant
mood;ambiance
accomplish;accomplir
emphasis;accent
illustrate;illustrer
boot;botte
monitor;moniteur
Asian;asiatique
entertainment;divertissement
bean;haricot
evaluation;évaluation
creature;créature
commander;le commandant
digital;numérique
arrangement;arrangement
concentrate;concentré
usual;habituel
anger;colère
psychological;psychologique
heavily;fortement
peak;de pointe
approximately;approximativement
increasing;en augmentant
disorder;désordre
missile;missile
equally;également
vary;varier
wire;fil
round;tour
distribution;Distribution
transportation;transport
holy;saint
twin;double
command;commande
commission;commission
interpretation;interprétation
breakfast;petit-déjeuner
strongly;fortement
engineering;ingénierie
luck;chance
so-called;soi-disant
constant;constant
clinic;clinique
veteran;vétéran
smell;sentir
tablespoon;cuillerée à soupe
capable;capable
nervous;nerveux
tourist;touristique
toss;lancer
crucial;crucial
bury;enterrer
pray;prier
tomato;tomate
exception;exception
butter;Beurre
deficit;déficit
bathroom;salle de bains
objective;objectif
electronic;électronique
ally;allié
journey;périple
reputation;réputation
mixture;mélange
surely;sûrement
tower;la tour
smoke;fumée
confront;affronter
pure;pur
glance;coup d&#39;œil
dimension;dimension
toy;jouet
prisoner;prisonnier
fellow;compagnon
smooth;lisse
nearby;tout près d&#39;ici
peer;pair
designer;designer
personnel;personnel
educator;éducateur
relative;relatif
immigration;immigration
belt;ceinture
teaspoon;cuillère à café
birthday;date d&#39;anniversaire
implication;implication
perfectly;à la perfection
coast;côte
supporter;Supporter
accompany;accompagner
silver;argent
teenager;adolescent
recognition;reconnaissance
retirement;retraite
flag;drapeau
recovery;récupération
whisper;chuchotement
gentleman;gentleman
corn;maïs
moon;lune
inner;intérieur
junior;junior
throat;gorge
salary;un salaire
swing;se balancer
observer;observateur
publication;publication
crop;recadrer
dig;tu
permanent;permanent
phenomenon;phénomène
anxiety;anxiété
unlike;contrairement à
wet;humide
literally;au sens propre
resist;résister
convention;convention
embrace;embrasse
assist;aider
exhibition;exposition
construct;construction
viewer;téléspectateur
pan;poêle
consultant;consultant
administrator;administrateur
occasionally;parfois
mayor;maire
consideration;considération
CEO;PDG
secure;sécurisé
pink;rose
buck;mâle
historic;historique
poem;poème
grandmother;grand-mère
bind;lier
fifth;cinquième
constantly;en permanence
enterprise;entreprise
favor;favoriser
testing;essai
stomach;estomac
apparent;apparent
weigh;peser
install;installer
sensitive;sensible
suggestion;suggestion
mail;courrier
recipe;Recette
reasonable;raisonnable
preparation;préparation
wooden;en bois
elementary;élémentaire
concert;concert
aggressive;agressif
FALSE;FAUX
intention;intention
channel;canaliser
extreme;extrême
tube;tube
drawing;dessin
protein;protéine
quit;quitter
absence;absence
Latin;Latin
rapidly;rapidement
jail;prison
diversity;la diversité
honest;honnête
Palestinian;palestinien
pace;rythme
employment;emploi
speaker;conférencier
impression;impression
essay;rédaction
respondent;intimé
giant;géant
cake;gâteau
historian;historien
negotiate;négocier
restore;restaurer
substantial;substantiel
pop;populaire
specialist;spécialiste
origin;origine
approval;approbation
quietly;tranquillement
advise;conseiller
conventional;conventionnel
depth;profondeur
wealth;richesse
disability;invalidité
shell;coquille
criticize;critiquer
effectively;effectivement
biological;biologique
onion;oignon
deputy;adjoint
flat;appartement
brand;marque
assure;assurer
mad;fou
award;décerner
criteria;Critères
dealer;Marchand
via;passant par
utility;utilitaire
precisely;précisément
arise;surgir
armed;armé
nevertheless;Néanmoins
highway;Autoroute
clinical;clinique
routine;routine
wage;salaire
normally;normalement
phrase;phrase
ingredient;ingrédient
stake;pieu
Muslim;musulman
fiber;fibre
activist;activiste
Islamic;islamique
snap;instantané
terrorism;terrorisme
refugee;réfugié
incorporate;intégrer
hip;hanche
ultimate;ultime
switch;changer
corporation;société
valuable;de valeur
assumption;supposition
gear;équipement
barrier;barrière
minor;mineure
provision;disposition
killer;tueur
assign;attribuer
gang;gang
developing;développement
classic;classique
chemical;chimique
label;étiquette
teen;adolescent
index;indice
vacation;vacances
advocate;avocat
draft;Brouillon
extraordinary;extraordinaire
heaven;paradis
rough;rugueux
yell;crier
pregnant;Enceinte
distant;loin
drama;drame
satellite;Satellite
personally;personnellement
clock;l&#39;horloge
chocolate;Chocolat
Italian;italien
Canadian;canadien
ceiling;plafond
sweep;balayer
advertising;La publicité
universal;universel
spin;tournoyer
button;bouton
bell;cloche
rank;rang
darkness;ténèbres
clothing;Vêtements
super;super
yield;rendement
fence;clôture
portrait;portrait
survival;survie
roughly;à peu près
lawsuit;procès
testimony;témoignage
bunch;groupe
found;trouvé
burden;charge
react;réagir
chamber;chambre
furniture;meubles
cooperation;la coopération
string;chaîne de caractères
ceremony;la cérémonie
communicate;communiquer
cheek;joue
lost;perdu
profile;profil
mechanism;mécanisme
disagree;être en désaccord
penalty;peine
ie;c&#39;est à dire
resort;station balnéaire
destruction;destruction
unlikely;peu probable
tissue;tissu
constitutional;constitutionnel
pant;haleter
stranger;étranger
infection;infection
cabinet;cabinet
broken;cassé
apple;Pomme
electric;électrique
proceed;procéder
bet;mais
literary;littéraire
virus;virus
stupid;stupide
dispute;contestation
fortune;fortune
strategic;stratégique
assistant;assistant
overcome;surmonter
remarkable;remarquable
occupy;occuper
statistics;statistiques
shopping;achats
cousin;cousine
encounter;rencontre
wipe;essuyer
initially;initialement
blind;aveugle
port;Port
electricity;électricité
genetic;génétique
adviser;conseiller
spokesman;porte-parole
retain;retenir
latter;dernier
incentive;motivation
slave;trimer
translate;Traduire
accurate;exact
whereas;tandis que
terror;la terreur
expansion;expansion
elite;élite
Olympic;olympique
dirt;saleté
odd;étrange
rice;riz
bullet;balle
tight;serré
Bible;Bible
chart;graphique
solar;solaire
square;carré
concentration;concentration
complicated;compliqué
gently;doucement
champion;champion
scenario;scénario
telescope;télescope
reflection;réflexion
revolution;révolution
strip;déshabiller
interpret;interpréter
friendly;amical
tournament;tournoi
fiction;fiction
detect;détecter
tremendous;énorme
lifetime;durée de vie
recommendation;recommandation
senator;sénateur
hunting;chasse
salad;salade
guarantee;garantie
innocent;innocent
boundary;frontière
pause;pause
remote;télécommande
satisfaction;la satisfaction
journal;journal
bench;banc
lover;amoureux
raw;cru
awareness;sensibilisation
surprising;surprenant
withdraw;se désister
deck;plate-forme
similarly;De même
newly;nouvellement
pole;il n&#39;y a pas
testify;témoigner
mode;mode
dialogue;dialogue
imply;impliquer
naturally;naturellement
mutual;mutuel
founder;fondateur
advanced;Avancée
pride;Orgueil
dismiss;rejeter
aircraft;avion
delivery;livraison
mainly;surtout
bake;cuire
freeze;gel
platform;Plate-forme
finance;finance
sink;évier
attractive;attrayant
diverse;divers
relevant;pertinent
ideal;idéal
joy;joie
regularly;de façon régulière
working;travail
singer;chanteuse
evolve;évoluer
shooting;tournage
partly;partiellement
unknown;inconnue
offense;infraction
counter;compteur
DNA;ADN
potentially;potentiellement
thirty;trente
justify;justifier
protest;manifestation
crash;crash
craft;artisanat
treaty;traité
terrorist;terroriste
insight;aperçu
possess;posséder
politically;politiquement
tap;robinet
extensive;extensif
episode;épisode
swim;baignade
tire;pneu
fault;défaut
loose;ample
shortly;prochainement
originally;à l&#39;origine
considerable;considérable
prior;préalable
intellectual;intellectuel
assault;assaut
relax;Détendez-vous
stair;escalier
adventure;aventure
external;externe
proof;preuve
confident;sur de soi
headquarters;quartier général
sudden;soudain
dirty;sale
violation;violation
tongue;langue
license;Licence
shelter;abri
rub;frotter
controversy;controverse
entrance;entrée
properly;correctement
fade;disparaître
defensive;défensive
tragedy;la tragédie
net;rapporter
characterize;caractériser
funeral;funéraire
profession;profession
alter;modifier
constitute;constituer
establishment;établissement
squeeze;presser
imagination;imagination
mask;masque
convert;convertir
comprehensive;complet
prominent;éminent
presentation;présentation
regardless;quel que soit
load;charger
stable;écurie
introduction;introduction
pretend;faire semblant
elderly;âgé
representation;représentation
deer;cerf
split;diviser
violate;violer
partnership;Partenariat
pollution;la pollution
emission;émission
steady;constant
vital;vital
fate;sort
earnings;gains
oven;four
distinction;distinction
segment;segment
nowhere;nulle part
poet;poète
mere;Suite
exciting;passionnant
variation;variation
comfort;confort
radical;radical
adapt;adapter
Irish;irlandais
honey;Miel
correspondent;correspondant
pale;pâle
musician;musicien
significance;importance
vessel;navire
storage;stockage
flee;fuir
mm-hmm;mm-hmm
leather;cuir
distribute;distribuer
evolution;évolution
ill;malade
tribe;tribu
shelf;étagère
grandfather;grand-père
lawn;pelouse
buyer;acheteur
dining;à manger
wisdom;sagesse
council;conseil
vulnerable;vulnérable
instance;exemple
garlic;Ail
capability;aptitude
poetry;poésie
celebrity;célébrité
gradually;progressivement
stability;la stabilité
fantasy;fantaisie
scared;effrayé
plot;terrain
framework;cadre
gesture;geste
depending;en fonction, dépendemment
ongoing;en cours
psychology;psychologie
counselor;conseiller
chapter;chapitre
divorce;divorcer
owe;devoir
pipe;tuyau
athletic;athlétique
slight;léger
math;math
shade;ombre
tail;queue
sustain;soutenir
mount;monter
obligation;obligation
angle;angle
palm;palmier
differ;différer
custom;Douane
economist;économiste
fifteen;quinze
soup;le potage
celebration;fête
efficient;efficace
composition;composition
satisfy;satisfaire
pile;pile
briefly;brièvement
carbon;carbone
closer;plus proche
consume;consommer
scheme;schème
crack;fissure
frequency;la fréquence
tobacco;le tabac
survivor;survivant
besides;outre
psychologist;psychologue
wealthy;riche
galaxy;galaxie
given;donné
ski;ski
limitation;limitation
trace;trace
appointment;rendez-vous
preference;préférence
meter;mètre
explosion;explosion
publicly;publiquement
incredible;incroyable
fighter;combattant
rapid;rapide
admission;admission
hunter;chasseur
educate;éduquer
painful;douloureux
friendship;relation amicale
aide;aide
infant;nourrisson
calculate;calculer
fifty;cinquante
rid;débarrasser
porch;porche
tendency;tendance
uniform;uniforme
formation;formation
scholarship;bourse
reservation;réservation
efficiency;Efficacité
qualify;qualifier
mall;centre commercial
derive;dériver
scandal;scandale
PC;PC
helpful;utile
impress;impressionner
heel;tout
resemble;ressembler
privacy;intimité
fabric;en tissu
contest;concours
proportion;proportion
guideline;ligne directrice
rifle;fusil
maintenance;maintenance
conviction;conviction
trick;tour
organic;BIO
tent;tente
examination;examen
publisher;éditeur
strengthen;renforcer
proposed;proposé
myth;mythe
sophisticated;sophistiqué
cow;vache
etc;etc
standing;debout
asleep;endormi
tennis;tennis
nerve;nerf
barrel;baril
bombing;bombardement
membership;adhésion
ratio;rapport
menu;menu
controversial;controversé
desperate;désespéré
lifestyle;mode de vie
humor;humour
loud;fort
glove;gant
sufficient;suffisant
narrative;récit
photographer;photographe
helicopter;hélicoptère
modest;modeste
provider;fournisseur
delay;retard
agricultural;agricole
explode;exploser
stroke;accident vasculaire cérébral
scope;portée
punishment;Châtiment
handful;poignée
badly;mal
horizon;horizon
curious;curieux
downtown;centre ville
girlfriend;petite amie
prompt;rapide
cholesterol;cholestérol
absorb;absorber
adjustment;ajustement
taxpayer;contribuable
eager;impatient
principal;directeur
detailed;détaillé
motivation;motivation
assignment;mission
restriction;restriction
laboratory;laboratoire
workshop;atelier
differently;différemment
auto;auto
romantic;romantique
cotton;coton
motor;moteur
sue;poursuivre en justice
flavor;saveur
overlook;négliger
float;flotteur
undergo;subir
sequence;séquence
demonstration;manifestation
jet;jet
orange;orange
consumption;consommation
assert;affirmer
blade;lame
temporary;temporaire
medication;médicament
cabin;cabine
bite;morsure
edition;edition
valley;vallée
yours;le tiens
pitch;terrain
pine;pin
brilliant;génial
versus;contre
manufacturing;fabrication
absolute;absolu
chef;chef
discrimination;discrimination
offensive;attaque
boom;boom
register;S&#39;inscrire
appoint;nommer
heritage;patrimoine
God;Dieu
dominant;dominant
successfully;avec succès
shit;merde
lemon;citron
hungry;faim
wander;errer
submit;nous faire parvenir
economics;économie
naked;nu
anticipate;anticiper
nut;noix
legacy;héritage
extension;extension
shrug;hausser les épaules
battery;la batterie
arrival;Arrivées
legitimate;légitime
orientation;orientation
inflation;inflation
cope;se débrouiller
flame;flamme
cluster;groupe
wound;plaie
dependent;dépendant
shower;douche
institutional;institutionnel
depict;représenter
operating;en fonctionnement
flesh;chair
garage;garage
operator;opérateur
instructor;instructeur
collapse;effondrement
borrow;emprunter
furthermore;en outre
comedy;la comédie
mortgage;hypothèque
sanction;sanction
civilian;civil
twelve;Douze
weekly;hebdomadaire
habitat;habitat
grain;grain
brush;brosser
consciousness;conscience
devote;consacrer
measurement;la mesure
province;Province
ease;faciliter
seize;saisir
ethics;éthique
nomination;nomination
permission;autorisation
wise;sage
actress;actrice
summit;sommet
acid;acide
odds;chances
gifted;doué
frustration;frustration
medium;moyen
physically;physiquement
distinguish;distinguer
shore;rive
repeatedly;à plusieurs reprises
lung;poumon
running;fonctionnement
distinct;distinct
artistic;artistique
discourse;discours
basket;corbeille
ah;ah
fighting;lutte
impressive;Impressionant
competitor;concurrent
ugly;moche
worried;préoccupé
portray;représenter
powder;poudre
ghost;fantôme
persuade;persuader
moderate;modéré
subsequent;subséquent
continued;a continué
cookie;biscuit
carrier;transporteur
cooking;cuisine
frequent;fréquent
ban;interdire
awful;terrible
admire;admirer
pet;animaux
miracle;miracle
exceed;dépasser
rhythm;rythme
widespread;très répandu
killing;meurtre
lovely;joli
sin;péché
charity;charité
script;scénario
tactic;tactique
identification;identification
transformation;transformation
everyday;tous les jours
headline;gros titre
venture;entreprise
invasion;invasion
nonetheless;néanmoins
adequate;adéquat
piano;piano
grocery;épicerie
intensity;intensité
exhibit;exposition
blanket;couverture
margin;marge
quarterback;stratège
mouse;Souris
rope;corde
concrete;béton
prescription;prescription
African-American;Afro-américain
chase;chasse
brick;brique
recruit;recruter
patch;correctif
consensus;consensus
horror;horreur
recording;enregistrement
changing;en changeant
painter;peintre
colonial;colonial
pie;à
sake;Saké
gaze;regard
courage;courage
pregnancy;grossesse
swear;jurer
defeat;défaite
clue;indice
reinforce;renforcer
confusion;confusion
slice;tranche
occupation;Occupation
dear;chère
coal;charbon
sacred;sacré
formula;formule
cognitive;cognitif
collective;collectif
exact;exact
uncle;oncle
captain;capitaine
sigh;soupir
attribute;attribut
dare;oser
homeless;sans-abri
gallery;Galerie
soccer;football
defendant;défendeur
tunnel;tunnel
fitness;aptitude
lap;tour
grave;la tombe
toe;alors
container;récipient
virtue;vertu
abroad;à l&#39;étranger
architect;architecte
dramatically;dramatiquement
makeup;se maquiller
inquiry;demande
rose;Rose
surprisingly;étonnamment
highlight;souligner
decrease;diminuer
indication;indication
rail;rail
anniversary;anniversaire
couch;canapé
alliance;Alliance
hypothesis;hypothèse
boyfriend;copain
compose;composer
mess;désordre
legend;Légende
regulate;réglementer
adolescent;adolescente
shine;briller
norm;norme
upset;bouleversé
remark;remarque
resign;démissionner
reward;récompense
gentle;doux
related;en relation
organ;organe
lightly;légèrement
concerning;concernant
invent;inventer
laughter;rire
northwest;Nord Ouest
counseling;conseils
receiver;destinataire
ritual;rituel
insect;insecte
interrupt;couper la parole
salmon;Saumon
trading;commerce
magic;la magie
superior;supérieur
combat;combat
stem;tige
surgeon;chirurgien
acceptable;acceptable
physics;la physique
rape;râpé
counsel;Conseil
jeans;jeans
hunt;chasse
continuous;continu
log;Journal
echo;écho
pill;pilule
excited;excité
sculpture;sculpture
compound;composé
integrate;intégrer
flour;farine
bitter;amer
bare;juste
slope;pente
rent;location
presidency;présidence
serving;portion
subtle;subtile
greatly;très
bishop;évêque
drinking;en buvant
acceptance;acceptation
pump;pompe
candy;Des bonbons
evil;mauvais
pleased;heureux
medal;médaille
beg;mendier
sponsor;parrainer
ethical;éthique
secondary;secondaire
slam;claquer
export;exporter
experimental;expérimental
melt;fondre
midnight;minuit
curve;courbe
integrity;intégrité
entitle;donner droit
evident;évident
logic;logique
essence;essence
exclude;exclure
harsh;dur
closet;placard
suburban;de banlieue
greet;saluer
interior;intérieur
corridor;couloir
retail;détail
pitcher;lanceur
march;Mars
snake;serpent
excuse;excuse
weakness;la faiblesse
pig;cochon
classical;classique
estimated;estimé
T-shirt;T-shirt
unemployment;chômage
civilization;civilisation
fold;plier
reverse;inverse
missing;disparu
correlation;corrélation
humanity;humanité
flash;éclat
developer;développeur
reliable;fiable
excitement;excitation
beef;bœuf
Islam;Islam
Roman;romain
architecture;architecture
occasional;occasionnel
administrative;administratif
elbow;coude
deadly;mortel
Hispanic;hispanique
allegation;allégation
confuse;embrouiller
airplane;avion
monthly;mensuel
duck;canard
dose;dose
Korean;coréen
plead;plaider
initiate;lancer
lecture;conférence
van;de
sixth;sixième
bay;la baie
mainstream;courant dominant
suburb;banlieue
sandwich;sandwich
trunk;tronc
rumor;rumeur
implementation;la mise en oeuvre
swallow;avaler
motivate;motiver
render;rendre
longtime;longue durée
trap;piège
restrict;limiter
cloth;chiffon
seemingly;apparemment
legislative;législatif
effectiveness;efficacité
enforce;imposer
lens;lentille
inspector;inspecteur
lend;prêter
plain;plaine
fraud;fraude
companion;un compagnon
contend;combattre
nail;clou
array;déployer
strict;stricte
assemble;assembler
frankly;franchement
rat;rat
hay;agréable
hallway;couloir
cave;la grotte
inevitable;inévitable
southwest;sud-ouest
monster;monstre
unexpected;inattendu
obstacle;obstacle
facilitate;faciliter
rip;repose en paix
herb;herbe
overwhelming;accablant
integration;l&#39;intégration
crystal;cristal
recession;récession
written;écrit
motive;motif
flood;inondation
pen;stylo
ownership;la possession
nightmare;cauchemar
inspection;inspection
supervisor;superviseur
consult;consulter
arena;arène
diagnosis;diagnostic
possession;possession
forgive;pardonner
consistently;régulièrement
basement;sous-sol
drift;dérive
drain;drain
prosecution;poursuite
maximum;maximum
announcement;annonce
warrior;guerrier
prediction;prédiction
bacteria;bactéries
questionnaire;questionnaire
mud;boue
infrastructure;Infrastructure
hurry;dépêche toi
privilege;privilège
temple;temple
outdoor;Extérieur
suck;sucer
and/or;et/ou
broadcast;diffuser
re;concernant
leap;saut
random;Aléatoire
wrist;poignet
curtain;rideau
pond;étang
domain;domaine
guilt;culpabilité
cattle;bétail
walking;en marchant
playoff;éliminatoires
minimum;le minimum
fiscal;fiscal
skirt;jupe
dump;décharger
hence;Par conséquent
database;base de données
uncomfortable;inconfortable
execute;exécuter
limb;membre
ideology;idéologie
tune;régler
continuing;continuer
harm;préjudice
railroad;chemin de fer
endure;supporter
radiation;radiation
horn;klaxon
chronic;chronique
peaceful;pacifique
innovation;innovation
strain;souche
guitar;guitare
replacement;remplacement
behave;se comporter
administer;administrer
simultaneously;simultanément
dancer;Danseur
amendment;amendement
pad;tampon
transmission;transmission
await;attendre
retired;à la retraite
trigger;gâchette
spill;répandre
grateful;reconnaissant
grace;la grâce
virtual;virtuel
colony;colonie
adoption;adoption
indigenous;indigène
closed;fermé
convict;condamné
towel;serviette
modify;modifier
particle;particule
prize;prix
landing;un atterrissage
boost;augmenter
bat;une
alarm;alarme
festival;festival
grip;saisir
weird;bizarre
undermine;saper
freshman;étudiant de première année
sweat;sueur
outer;extérieur
drunk;ivre
separation;séparation
traditionally;traditionnellement
govern;gouverne
southeast;sud-est
intelligent;intelligente
wherever;partout où
ballot;bulletin de vote
rhetoric;rhétorique
convinced;convaincu
driving;conduite
vitamin;vitamine
enthusiasm;enthousiasme
accommodate;accommoder
praise;louer
injure;blesser
wilderness;région sauvage
endless;sans fin
mandate;mandat
respectively;respectivement
uncertainty;incertitude
chaos;le chaos
mechanical;mécanique
canvas;Toile
forty;quarante
lobby;hall
profound;profond
format;format
trait;caractéristique
currency;devise
turkey;dinde
reserve;réserve
beam;rayonner
astronomer;astronome
corruption;la corruption
contractor;prestataire
apologize;s&#39;excuser
doctrine;doctrine
genuine;véritable
thumb;pouce
unity;unité
compromise;faire des compromis
horrible;horrible
behavioral;comportemental
exclusive;exclusif
scatter;dispersion
commonly;communément
convey;transmettre
twist;tourner
complexity;complexité
fork;fourchette
disk;disque
relieve;soulager
suspicion;soupçon
health-care;soins de santé
residence;résidence
shame;la honte
meaningful;significative
sidewalk;trottoir
Olympics;Jeux olympiques
technological;technologique
signature;Signature
pleasant;agréable
wow;wow
suspend;suspendre
rebel;rebelle
frozen;congelé
spouse;conjoint
fluid;fluide
pension;Pension
resume;CV
theoretical;théorique
sodium;sodium
promotion;promotion
delicate;délicat
forehead;front
rebuild;reconstruire
bounce;rebondir
electrical;électrique
hook;accrocher
detective;détective
traveler;voyageur
click;Cliquez sur
compensation;compensation
exit;sortir
attraction;attraction
dedicate;consacrer
altogether;tout à fait
pickup;Récupérer
carve;tailler
needle;aiguille
belly;ventre
scare;effrayer
portfolio;portefeuille
shuttle;Navette
invisible;invisible
timing;Horaire
engagement;engagement
ankle;la cheville
transaction;transaction
rescue;sauvetage
counterpart;homologue
historically;historiquement
firmly;fermement
mild;bénin
rider;cavalier
doll;poupée
noon;midi
amid;parmi
identical;identique
precise;précis
anxious;anxieux
structural;de construction
residential;Résidentiel
diagnose;diagnostiquer
carbohydrate;glucides
liberty;liberté
poster;affiche
theology;théologie
nonprofit;non lucratif
crawl;crawl
oxygen;oxygène
handsome;Beau
sum;somme
provided;fourni
businessman;homme d&#39;affaire
promising;prometteur
conscious;conscient
determination;détermination
donor;donneur
hers;la sienne
pastor;pasteur
jazz;le jazz
opera;opéra
acquisition;acquisition
pit;fosse
hug;étreinte
wildlife;faune
punish;punir
equity;équité
doorway;porte
departure;Départ
elevator;ascenseur
teenage;adolescent
guidance;conseils
happiness;Bonheur
statue;statue
pursuit;poursuite
repair;réparation
decent;décent
gym;Gym
oral;oral
clerk;employé de bureau
envelope;enveloppe
reporting;rapports
destination;destination
fist;poing
endorse;endosser
exploration;exploration
generous;généreuse
bath;bain
thereby;ainsi
indicator;indicateur
sunlight;lumière du soleil
feedback;retour d&#39;information
spectrum;spectre
purple;violet
laser;laser
bold;audacieux
reluctant;ils hésitent
starting;départ
expertise;compétence
practically;pratiquement
eating;en mangeant
hint;indice
sharply;nettement
parade;parade
realm;royaume
cancel;annuler
blend;mélange
therapist;thérapeute
peel;peler
pizza;pizza
recipient;destinataire
hesitate;hésiter
flip;retourner
accounting;comptabilité
bias;biais
huh;hein
metaphor;métaphore
candle;bougie
judicial;judiciaire
entity;entité
suffering;Souffrance
full-time;à plein temps
lamp;lampe
garbage;des ordures
servant;serviteur
regulatory;réglementaire
diplomatic;diplomatique
elegant;élégant
reception;ACCUEIL
vanish;disparaître
automatically;automatiquement
chin;menton
necessity;nécessité
confess;avouer
racism;racisme
starter;entrée
banking;bancaire
casual;décontractée
gravity;la gravité
enroll;inscrire
diminish;talon
prevention;la prévention
minimize;minimiser
chop;hacher
performer;interprète
intent;intention
isolate;isoler
inventory;inventaire
productive;productif
assembly;Assemblée
civic;civique
silk;soie
magnitude;ordre de grandeur
steep;tremper
hostage;otage
collector;collectionneur
popularity;popularité
alien;extraterrestre
dynamic;dynamique
scary;angoissant
equation;équation
angel;ange
offering;offre
rage;rage
photography;la photographie
toilet;toilette
disappointed;désappointé
precious;précieux
prohibit;interdire
realistic;réaliste
hidden;caché
tender;offre
gathering;la cueillette
outstanding;exceptionnel
stumble;trébucher
lonely;solitaire
automobile;voiture
artificial;artificiel
dawn;aube
abstract;abstrait
descend;descendre
silly;idiot
tide;marée
shared;partagé
hopefully;avec un peu de chance
readily;facilement
cooperate;coopérer
revolutionary;révolutionnaire
romance;romance
hardware;Matériel
pillow;oreiller
kit;trousse
continent;continent
seal;sceller
circuit;circuit
ruling;décision
shortage;pénurie
annually;annuellement
lately;dernièrement
scan;analyse
fool;idiot
deadline;date limite
rear;arrière
processing;En traitement
ranch;ranch
coastal;côtier
undertake;entreprendre
softly;doucement
burning;brûlant
verbal;verbal
tribal;tribal
ridiculous;ridicule
automatic;automatique
diamond;diamant
credibility;crédibilité
import;importer
sexually;sexuellement
divine;Divin
sentiment;sentiment
cart;Chariot
oversee;superviser
o'clock;heure
elder;aîné
pro;pro
inspiration;inspiration
Dutch;Néerlandais
quantity;quantité
trailer;bande annonce
mate;décès
Greek;grec
genius;génie
monument;monument
bid;offre
quest;quête
sacrifice;sacrifice
invitation;invitation
accuracy;précision
juror;juré
officially;officiellement
broker;courtier
treasure;trésor
loyalty;loyauté
talented;talentueux
gasoline;de l&#39;essence
stiff;rigide
output;production
nominee;candidat
extended;étendu
diabetes;Diabète
slap;gifler
toxic;toxique
alleged;allégué
jaw;mâchoire
grief;douleur
mysterious;mystérieux
rocket;fusée
donate;faire un don
inmate;détenu
tackle;s&#39;attaquer à
dynamics;dynamique
bow;arc
ours;les notres
dignity;dignité
carpet;tapis
parental;parental
bubble;bulle
buddy;copain
barn;Grange
sword;épée
seventh;septième
glory;gloire
tightly;fermement
protective;protecteur
tuck;rentrer
drum;tambouriner
faint;perdre connaissance
queen;reine
dilemma;dilemme
input;saisir
specialize;spécialiser
northeast;nord-est
shallow;peu profond
liability;responsabilité
sail;naviguer
merchant;marchande
stadium;stade
improved;amélioré
bloody;sanglant
associated;associée
withdrawal;Retrait
refrigerator;réfrigérateur
nest;nid
thoroughly;à fond
lane;voie
ancestor;ancêtre
condemn;condamner
steam;vapeur
accent;accent
optimistic;optimiste
unite;unir
cage;cage
equip;équiper
shrimp;crevette
homeland;patrie
rack;étagère
costume;costume
wolf;loup
courtroom;salle d&#39;audience
statute;loi
cartoon;dessin animé
productivity;productivité
grin;sourire
symbolic;symbolique
bug;punaise
bless;bénir
aunt;tante
agriculture;agriculture
hostile;hostile
conceive;concevoir
combined;combiné
instantly;immédiatement
bankruptcy;la faillite
vaccine;vaccin
bonus;prime
collaboration;collaboration
mixed;mixte
opposed;opposé
orbit;orbite
grasp;saisir
patience;patience
spite;dépit
tropical;tropical
voting;vote
patrol;patrouille
willingness;volonté
revelation;révélation
calm;calmes
jewelry;bijoux
Cuban;cubain
haul;transporter
concede;concéder
wagon;wagon
afterward;après
spectacular;spectaculaire
ruin;ruine
sheer;virer
immune;immunitaire
reliability;fiabilité
ass;est
alongside;aux côtés de
bush;buisson
exotic;exotique
fascinating;fascinant
clip;agrafe
thigh;la cuisse
bull;taureau
drawer;tiroir
sheep;mouton
discourage;décourager
coordinator;coordinateur
ideological;idéologique
runner;coureur
secular;séculier
intimate;intime
empire;Empire
cab;taxi
exam;examen
documentary;documentaire
neutral;neutre
biology;la biologie
flexible;flexible
progressive;progressive
web;la toile
conspiracy;conspiration
casualty;victime
republic;république
execution;exécution
terrific;formidable
whale;baleine
functional;fonctionnel
instinct;instinct
teammate;coéquipier
aluminum;aluminium
whoever;quiconque
ministry;ministère
verdict;verdict
instruct;instruire
skull;crâne
self-esteem;amour propre
cooperative;coopérative
manipulate;manipuler
bee;abeille
practitioner;praticien
loop;boucle
edit;Éditer
whip;fouet
puzzle;puzzle
mushroom;champignon
